ReferringTicketID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,JIRACheck
OPENJPA-1695,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1696,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1697,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1701,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1702,-,-,-,-,-,-,-,IA,A,A,A,A,OA,A,A,A,A,A,A,A,A,F,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1704,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1713,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1714,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1719,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1722,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1725,IA,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1726,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1727,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1736,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1737,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1738,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV
OPENJPA-1740,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1742,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1743,IA,A,A,A,A,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1746,-,-,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1749,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1751,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1752,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV*FV_AS_AV
OPENJPA-1753,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1757,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1762,-,-,-,-,IA,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1765,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1768,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1769,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1770,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1784,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1787,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1788,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1790,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1793,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1794,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1800,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1801,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1804,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1809,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1810,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1811,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1814,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1818,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1819,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1828,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1830,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1831,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1832,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1835,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1837,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1838,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1840,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1845,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1853,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1856,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1857,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1866,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1867,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1870,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1873,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1874,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1876,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1877,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1882,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1886,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1890,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1892,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1893,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1894,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1896,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1897,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1898,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1900,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1901,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1902,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1903,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1904,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1905,-,-,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1906,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1909,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1910,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1911,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1912,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1915,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1918,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1923,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1928,-,-,-,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1932,-,-,-,-,-,-,IA,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1935,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV*FV_AS_AV
OPENJPA-1938,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV*FV_AS_AV
OPENJPA-1939,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1940,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1943,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1944,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1954,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1957,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1958,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1959,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1960,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1965,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1968,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV
OPENJPA-1969,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV
OPENJPA-1970,-,-,-,-,-,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1974,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1975,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1979,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1984,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV
OPENJPA-1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1986,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1987,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1988,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,IV_AFTER_OV*AVS_NOT_CONSISTENT
OPENJPA-1989,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1993,-,-,IA,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,A,A,A,A,A,F,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1994,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1995,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2006,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-2007,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-2008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2010,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2011,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2015,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-2039,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV
OPENJPA-2045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-2051,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2053,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2056,-,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2059,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-2060,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-2065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV
OPENJPA-2066,-,-,-,-,-,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-2067,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-2069,IA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-2070,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-2071,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-2072,-,-,-,-,-,-,-,-,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-2073,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-2077,-,-,-,-,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-2083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
